"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"16/03/2024 01:15:00 - 16/03/2024 01:30:00","BZN|DE-LU","Sequence Sequence 1","98.87","",""
"16/03/2024 01:30:00 - 16/03/2024 01:45:00","BZN|DE-LU","Sequence Sequence 1","97.41","",""
"16/03/2024 01:45:00 - 16/03/2024 02:00:00","BZN|DE-LU","Sequence Sequence 1","94.38","",""
"16/03/2024 02:00:00 - 16/03/2024 02:15:00","BZN|DE-LU","Sequence Sequence 1","105.25","",""
"16/03/2024 02:15:00 - 16/03/2024 02:30:00","BZN|DE-LU","Sequence Sequence 1","107.51","",""
"16/03/2024 02:30:00 - 16/03/2024 02:45:00","BZN|DE-LU","Sequence Sequence 1","102.45","",""
"16/03/2024 02:45:00 - 16/03/2024 03:00:00","BZN|DE-LU","Sequence Sequence 1","102.05","",""
"16/03/2024 03:00:00 - 16/03/2024 03:15:00","BZN|DE-LU","Sequence Sequence 1","110.11","",""
"16/03/2024 03:15:00 - 16/03/2024 03:30:00","BZN|DE-LU","Sequence Sequence 1","111.41","",""
"16/03/2024 03:30:00 - 16/03/2024 03:45:00","BZN|DE-LU","Sequence Sequence 1","109.90","",""
"16/03/2024 03:45:00 - 16/03/2024 04:00:00","BZN|DE-LU","Sequence Sequence 1","112.32","",""
"16/03/2024 04:00:00 - 16/03/2024 04:15:00","BZN|DE-LU","Sequence Sequence 1","115.34","",""
"16/03/2024 04:15:00 - 16/03/2024 04:30:00","BZN|DE-LU","Sequence Sequence 1","116.84","",""
"16/03/2024 04:30:00 - 16/03/2024 04:45:00","BZN|DE-LU","Sequence Sequence 1","113.37","",""
"16/03/2024 04:45:00 - 16/03/2024 05:00:00","BZN|DE-LU","Sequence Sequence 1","112.36","",""
"16/03/2024 05:00:00 - 16/03/2024 05:15:00","BZN|DE-LU","Sequence Sequence 1","117.13","",""
"16/03/2024 05:15:00 - 16/03/2024 05:30:00","BZN|DE-LU","Sequence Sequence 1","115.12","",""
"16/03/2024 05:30:00 - 16/03/2024 05:45:00","BZN|DE-LU","Sequence Sequence 1","118.63","",""
"16/03/2024 05:45:00 - 16/03/2024 06:00:00","BZN|DE-LU","Sequence Sequence 1","113.78","",""
"16/03/2024 06:00:00 - 16/03/2024 06:15:00","BZN|DE-LU","Sequence Sequence 1","117.93","",""
"16/03/2024 06:15:00 - 16/03/2024 06:30:00","BZN|DE-LU","Sequence Sequence 1","118.26","",""
"16/03/2024 06:30:00 - 16/03/2024 06:45:00","BZN|DE-LU","Sequence Sequence 1","116.74","",""
"16/03/2024 06:45:00 - 16/03/2024 07:00:00","BZN|DE-LU","Sequence Sequence 1","118.22","",""
"16/03/2024 07:00:00 - 16/03/2024 07:15:00","BZN|DE-LU","Sequence Sequence 1","117.82","",""
"16/03/2024 07:15:00 - 16/03/2024 07:30:00","BZN|DE-LU","Sequence Sequence 1","120.35","",""
"16/03/2024 07:30:00 - 16/03/2024 07:45:00","BZN|DE-LU","Sequence Sequence 1","115.73","",""
"16/03/2024 07:45:00 - 16/03/2024 08:00:00","BZN|DE-LU","Sequence Sequence 1","118.53","",""
"16/03/2024 08:00:00 - 16/03/2024 08:15:00","BZN|DE-LU","Sequence Sequence 1","115.93","",""
"16/03/2024 08:15:00 - 16/03/2024 08:30:00","BZN|DE-LU","Sequence Sequence 1","114.77","",""
"16/03/2024 08:30:00 - 16/03/2024 08:45:00","BZN|DE-LU","Sequence Sequence 1","113.82","",""
"16/03/2024 08:45:00 - 16/03/2024 09:00:00","BZN|DE-LU","Sequence Sequence 1","112.54","",""
"16/03/2024 09:00:00 - 16/03/2024 09:15:00","BZN|DE-LU","Sequence Sequence 1","113.84","",""
"16/03/2024 09:15:00 - 16/03/2024 09:30:00","BZN|DE-LU","Sequence Sequence 1","110.19","",""
"16/03/2024 09:30:00 - 16/03/2024 09:45:00","BZN|DE-LU","Sequence Sequence 1","109.42","",""
"16/03/2024 09:45:00 - 16/03/2024 10:00:00","BZN|DE-LU","Sequence Sequence 1","114.29","",""
"16/03/2024 10:00:00 - 16/03/2024 10:15:00","BZN|DE-LU","Sequence Sequence 1","104.28","",""
"16/03/2024 10:15:00 - 16/03/2024 10:30:00","BZN|DE-LU","Sequence Sequence 1","108.92","",""
"16/03/2024 10:30:00 - 16/03/2024 10:45:00","BZN|DE-LU","Sequence Sequence 1","101.00","",""
"16/03/2024 10:45:00 - 16/03/2024 11:00:00","BZN|DE-LU","Sequence Sequence 1","103.36","",""
"16/03/2024 11:00:00 - 16/03/2024 11:15:00","BZN|DE-LU","Sequence Sequence 1","93.86","",""
"16/03/2024 11:15:00 - 16/03/2024 11:30:00","BZN|DE-LU","Sequence Sequence 1","96.35","",""
"16/03/2024 11:30:00 - 16/03/2024 11:45:00","BZN|DE-LU","Sequence Sequence 1","96.34","",""
"16/03/2024 11:45:00 - 16/03/2024 12:00:00","BZN|DE-LU","Sequence Sequence 1","95.68","",""
"16/03/2024 12:00:00 - 16/03/2024 12:15:00","BZN|DE-LU","Sequence Sequence 1","88.94","",""
"16/03/2024 12:15:00 - 16/03/2024 12:30:00","BZN|DE-LU","Sequence Sequence 1","88.02","",""
"16/03/2024 12:30:00 - 16/03/2024 12:45:00","BZN|DE-LU","Sequence Sequence 1","88.61","",""
"16/03/2024 12:45:00 - 16/03/2024 13:00:00","BZN|DE-LU","Sequence Sequence 1","87.32","",""
"16/03/2024 13:00:00 - 16/03/2024 13:15:00","BZN|DE-LU","Sequence Sequence 1","83.95","",""
"16/03/2024 13:15:00 - 16/03/2024 13:30:00","BZN|DE-LU","Sequence Sequence 1","78.85","",""
"16/03/2024 13:30:00 - 16/03/2024 13:45:00","BZN|DE-LU","Sequence Sequence 1","81.49","",""
"16/03/2024 13:45:00 - 16/03/2024 14:00:00","BZN|DE-LU","Sequence Sequence 1","78.68","",""
"16/03/2024 14:00:00 - 16/03/2024 14:15:00","BZN|DE-LU","Sequence Sequence 1","72.16","",""
"16/03/2024 14:15:00 - 16/03/2024 14:30:00","BZN|DE-LU","Sequence Sequence 1","72.38","",""
"16/03/2024 14:30:00 - 16/03/2024 14:45:00","BZN|DE-LU","Sequence Sequence 1","73.57","",""
"16/03/2024 14:45:00 - 16/03/2024 15:00:00","BZN|DE-LU","Sequence Sequence 1","74.18","",""
"16/03/2024 15:00:00 - 16/03/2024 15:15:00","BZN|DE-LU","Sequence Sequence 1","65.41","",""
"16/03/2024 15:15:00 - 16/03/2024 15:30:00","BZN|DE-LU","Sequence Sequence 1","66.79","",""
"16/03/2024 15:30:00 - 16/03/2024 15:45:00","BZN|DE-LU","Sequence Sequence 1","65.64","",""
"16/03/2024 15:45:00 - 16/03/2024 16:00:00","BZN|DE-LU","Sequence Sequence 1","65.55","",""
"16/03/2024 16:00:00 - 16/03/2024 16:15:00","BZN|DE-LU","Sequence Sequence 1","65.12","",""
"16/03/2024 16:15:00 - 16/03/2024 16:30:00","BZN|DE-LU","Sequence Sequence 1","60.07","",""
"16/03/2024 16:30:00 - 16/03/2024 16:45:00","BZN|DE-LU","Sequence Sequence 1","63.00","",""
"16/03/2024 16:45:00 - 16/03/2024 17:00:00","BZN|DE-LU","Sequence Sequence 1","66.25","",""
"16/03/2024 17:00:00 - 16/03/2024 17:15:00","BZN|DE-LU","Sequence Sequence 1","62.27","",""
"16/03/2024 17:15:00 - 16/03/2024 17:30:00","BZN|DE-LU","Sequence Sequence 1","60.71","",""
"16/03/2024 17:30:00 - 16/03/2024 17:45:00","BZN|DE-LU","Sequence Sequence 1","59.82","",""
"16/03/2024 17:45:00 - 16/03/2024 18:00:00","BZN|DE-LU","Sequence Sequence 1","61.33","",""
"16/03/2024 18:00:00 - 16/03/2024 18:15:00","BZN|DE-LU","Sequence Sequence 1","59.57","",""
"16/03/2024 18:15:00 - 16/03/2024 18:30:00","BZN|DE-LU","Sequence Sequence 1","61.68","",""
"16/03/2024 18:30:00 - 16/03/2024 18:45:00","BZN|DE-LU","Sequence Sequence 1","58.57","",""
"16/03/2024 18:45:00 - 16/03/2024 19:00:00","BZN|DE-LU","Sequence Sequence 1","60.84","",""
"16/03/2024 19:00:00 - 16/03/2024 19:15:00","BZN|DE-LU","Sequence Sequence 1","59.20","",""
"16/03/2024 19:15:00 - 16/03/2024 19:30:00","BZN|DE-LU","Sequence Sequence 1","63.64","",""
"16/03/2024 19:30:00 - 16/03/2024 19:45:00","BZN|DE-LU","Sequence Sequence 1","59.53","",""
"16/03/2024 19:45:00 - 16/03/2024 20:00:00","BZN|DE-LU","Sequence Sequence 1","56.62","",""
"16/03/2024 20:00:00 - 16/03/2024 20:15:00","BZN|DE-LU","Sequence Sequence 1","63.01","",""
"16/03/2024 20:15:00 - 16/03/2024 20:30:00","BZN|DE-LU","Sequence Sequence 1","64.38","",""
"16/03/2024 20:30:00 - 16/03/2024 20:45:00","BZN|DE-LU","Sequence Sequence 1","66.11","",""
"16/03/2024 20:45:00 - 16/03/2024 21:00:00","BZN|DE-LU","Sequence Sequence 1","60.86","",""
"16/03/2024 21:00:00 - 16/03/2024 21:15:00","BZN|DE-LU","Sequence Sequence 1","64.13","",""
"16/03/2024 21:15:00 - 16/03/2024 21:30:00","BZN|DE-LU","Sequence Sequence 1","68.61","",""
"16/03/2024 21:30:00 - 16/03/2024 21:45:00","BZN|DE-LU","Sequence Sequence 1","68.55","",""
"16/03/2024 21:45:00 - 16/03/2024 22:00:00","BZN|DE-LU","Sequence Sequence 1","64.80","",""
"16/03/2024 22:00:00 - 16/03/2024 22:15:00","BZN|DE-LU","Sequence Sequence 1","73.17","",""
"16/03/2024 22:15:00 - 16/03/2024 22:30:00","BZN|DE-LU","Sequence Sequence 1","73.26","",""
"16/03/2024 22:30:00 - 16/03/2024 22:45:00","BZN|DE-LU","Sequence Sequence 1","75.48","",""
"16/03/2024 22:45:00 - 16/03/2024 23:00:00","BZN|DE-LU","Sequence Sequence 1","73.01","",""
"16/03/2024 23:00:00 - 16/03/2024 23:15:00","BZN|DE-LU","Sequence Sequence 1","80.20","",""
"16/03/2024 23:15:00 - 16/03/2024 23:30:00","BZN|DE-LU","Sequence Sequence 1","81.30","",""
"16/03/2024 23:30:00 - 16/03/2024 23:45:00","BZN|DE-LU","Sequence Sequence 1","78.31","",""
"16/03/2024 23:45:00 - 17/03/2024 00:00:00","BZN|DE-LU","Sequence Sequence 1","84.87","",""
"17/03/2024 00:00:00 - 17/03/2024 00:15:00","BZN|DE-LU","Sequence Sequence 1","90.84","",""
"17/03/2024 00:15:00 - 17/03/2024 00:30:00","BZN|DE-LU","Sequence Sequence 1","87.57","",""
"17/03/2024 00:30:00 - 17/03/2024 00:45:00","BZN|DE-LU","Sequence Sequence 1","86.74","",""
"17/03/2024 00:45:00 - 17/03/2024 01:00:00","BZN|DE-LU","Sequence Sequence 1","86.89","",""
"17/03/2024 01:00:00 - 17/03/2024 01:15:00","BZN|DE-LU","Sequence Sequence 1","97.91","",""
"17/03/2024 01:15:00 - 17/03/2024 01:30:00","BZN|DE-LU","Sequence Sequence 1","94.72","",""
"17/03/2024 01:30:00 - 17/03/2024 01:45:00","BZN|DE-LU","Sequence Sequence 1","96.24","",""
"17/03/2024 01:45:00 - 17/03/2024 02:00:00","BZN|DE-LU","Sequence Sequence 1","93.36","",""
"17/03/2024 02:00:00 - 17/03/2024 02:15:00","BZN|DE-LU","Sequence Sequence 1","105.05","",""
"17/03/2024 02:15:00 - 17/03/2024 02:30:00","BZN|DE-LU","Sequence Sequence 1","105.13","",""
"17/03/2024 02:30:00 - 17/03/2024 02:45:00","BZN|DE-LU","Sequence Sequence 1","103.60","",""
"17/03/2024 02:45:00 - 17/03/2024 03:00:00","BZN|DE-LU","Sequence Sequence 1","104.36","",""
"17/03/2024 03:00:00 - 17/03/2024 03:15:00","BZN|DE-LU","Sequence Sequence 1","111.78","",""
"17/03/2024 03:15:00 - 17/03/2024 03:30:00","BZN|DE-LU","Sequence Sequence 1","110.52","",""
"17/03/2024 03:30:00 - 17/03/2024 03:45:00","BZN|DE-LU","Sequence Sequence 1","111.75","",""
"17/03/2024 03:45:00 - 17/03/2024 04:00:00","BZN|DE-LU","Sequence Sequence 1","107.85","",""
"17/03/2024 04:00:00 - 17/03/2024 04:15:00","BZN|DE-LU","Sequence Sequence 1","115.71","",""
"17/03/2024 04:15:00 - 17/03/2024 04:30:00","BZN|DE-LU","Sequence Sequence 1","115.34","",""
"17/03/2024 04:30:00 - 17/03/2024 04:45:00","BZN|DE-LU","Sequence Sequence 1","117.36","",""
"17/03/2024 04:45:00 - 17/03/2024 05:00:00","BZN|DE-LU","Sequence Sequence 1","115.01","",""
"17/03/2024 05:00:00 - 17/03/2024 05:15:00","BZN|DE-LU","Sequence Sequence 1","117.76","",""
"17/03/2024 05:15:00 - 17/03/2024 05:30:00","BZN|DE-LU","Sequence Sequence 1","116.84","",""
"17/03/2024 05:30:00 - 17/03/2024 05:45:00","BZN|DE-LU","Sequence Sequence 1","120.93","",""
"17/03/2024 05:45:00 - 17/03/2024 06:00:00","BZN|DE-LU","Sequence Sequence 1","113.24","",""
"17/03/2024 06:00:00 - 17/03/2024 06:15:00","BZN|DE-LU","Sequence Sequence 1","119.99","",""
"17/03/2024 06:15:00 - 17/03/2024 06:30:00","BZN|DE-LU","Sequence Sequence 1","118.93","",""
"17/03/2024 06:30:00 - 17/03/2024 06:45:00","BZN|DE-LU","Sequence Sequence 1","118.60","",""
"17/03/2024 06:45:00 - 17/03/2024 07:00:00","BZN|DE-LU","Sequence Sequence 1","118.31","",""
"17/03/2024 07:00:00 - 17/03/2024 07:15:00","BZN|DE-LU","Sequence Sequence 1","117.84","",""
"17/03/2024 07:15:00 - 17/03/2024 07:30:00","BZN|DE-LU","Sequence Sequence 1","118.91","",""
"17/03/2024 07:30:00 - 17/03/2024 07:45:00","BZN|DE-LU","Sequence Sequence 1","116.36","",""
"17/03/2024 07:45:00 - 17/03/2024 08:00:00","BZN|DE-LU","Sequence Sequence 1","118.22","",""
"17/03/2024 08:00:00 - 17/03/2024 08:15:00","BZN|DE-LU","Sequence Sequence 1","115.65","",""
"17/03/2024 08:15:00 - 17/03/2024 08:30:00","BZN|DE-LU","Sequence Sequence 1","113.05","",""
"17/03/2024 08:30:00 - 17/03/2024 08:45:00","BZN|DE-LU","Sequence Sequence 1","115.96","",""
"17/03/2024 08:45:00 - 17/03/2024 09:00:00","BZN|DE-LU","Sequence Sequence 1","115.67","",""
"17/03/2024 09:00:00 - 17/03/2024 09:15:00","BZN|DE-LU","Sequence Sequence 1","108.59","",""
"17/03/2024 09:15:00 - 17/03/2024 09:30:00","BZN|DE-LU","Sequence Sequence 1","107.81","",""
"17/03/2024 09:30:00 - 17/03/2024 09:45:00","BZN|DE-LU","Sequence Sequence 1","108.56","",""
"17/03/2024 09:45:00 - 17/03/2024 10:00:00","BZN|DE-LU","Sequence Sequence 1","110.46","",""
"17/03/2024 10:00:00 - 17/03/2024 10:15:00","BZN|DE-LU","Sequence Sequence 1","103.82","",""
"17/03/2024 10:15:00 - 17/03/2024 10:30:00","BZN|DE-LU","Sequence Sequence 1","106.76","",""
"17/03/2024 10:30:00 - 17/03/2024 10:45:00","BZN|DE-LU","Sequence Sequence 1","103.24","",""
"17/03/2024 10:45:00 - 17/03/2024 11:00:00","BZN|DE-LU","Sequence Sequence 1","102.19","",""
"17/03/2024 11:00:00 - 17/03/2024 11:15:00","BZN|DE-LU","Sequence Sequence 1","98.05","",""
"17/03/2024 11:15:00 - 17/03/2024 11:30:00","BZN|DE-LU","Sequence Sequence 1","94.78","",""
"17/03/2024 11:30:00 - 17/03/2024 11:45:00","BZN|DE-LU","Sequence Sequence 1","95.16","",""
"17/03/2024 11:45:00 - 17/03/2024 12:00:00","BZN|DE-LU","Sequence Sequence 1","95.18","",""
"17/03/2024 12:00:00 - 17/03/2024 12:15:00","BZN|DE-LU","Sequence Sequence 1","82.98","",""
"17/03/2024 12:15:00 - 17/03/2024 12:30:00","BZN|DE-LU","Sequence Sequence 1","90.11","",""
"17/03/2024 12:30:00 - 17/03/2024 12:45:00","BZN|DE-LU","Sequence Sequence 1","90.85","",""
"17/03/2024 12:45:00 - 17/03/2024 13:00:00","BZN|DE-LU","Sequence Sequence 1","90.81","",""
"17/03/2024 13:00:00 - 17/03/2024 13:15:00","BZN|DE-LU","Sequence Sequence 1","84.98","",""
"17/03/2024 13:15:00 - 17/03/2024 13:30:00","BZN|DE-LU","Sequence Sequence 1","84.22","",""
"17/03/2024 13:30:00 - 17/03/2024 13:45:00","BZN|DE-LU","Sequence Sequence 1","80.54","",""
"17/03/2024 13:45:00 - 17/03/2024 14:00:00","BZN|DE-LU","Sequence Sequence 1","83.43","",""
"17/03/2024 14:00:00 - 17/03/2024 14:15:00","BZN|DE-LU","Sequence Sequence 1","73.78","",""
"17/03/2024 14:15:00 - 17/03/2024 14:30:00","BZN|DE-LU","Sequence Sequence 1","73.12","",""
"17/03/2024 14:30:00 - 17/03/2024 14:45:00","BZN|DE-LU","Sequence Sequence 1","72.46","",""
"17/03/2024 14:45:00 - 17/03/2024 15:00:00","BZN|DE-LU","Sequence Sequence 1","73.44","",""
"17/03/2024 15:00:00 - 17/03/2024 15:15:00","BZN|DE-LU","Sequence Sequence 1","68.42","",""
"17/03/2024 15:15:00 - 17/03/2024 15:30:00","BZN|DE-LU","Sequence Sequence 1","70.92","",""
"17/03/2024 15:30:00 - 17/03/2024 15:45:00","BZN|DE-LU","Sequence Sequence 1","69.22","",""
"17/03/2024 15:45:00 - 17/03/2024 16:00:00","BZN|DE-LU","Sequence Sequence 1","66.22","",""
"17/03/2024 16:00:00 - 17/03/2024 16:15:00","BZN|DE-LU","Sequence Sequence 1","60.90","",""
"17/03/2024 16:15:00 - 17/03/2024 16:30:00","BZN|DE-LU","Sequence Sequence 1","64.13","",""
"17/03/2024 16:30:00 - 17/03/2024 16:45:00","BZN|DE-LU","Sequence Sequence 1","64.80","",""
"17/03/2024 16:45:00 - 17/03/2024 17:00:00","BZN|DE-LU","Sequence Sequence 1","65.45","",""
"17/03/2024 17:00:00 - 17/03/2024 17:15:00","BZN|DE-LU","Sequence Sequence 1","59.46","",""
"17/03/2024 17:15:00 - 17/03/2024 17:30:00","BZN|DE-LU","Sequence Sequence 1","60.93","",""
"17/03/2024 17:30:00 - 17/03/2024 17:45:00","BZN|DE-LU","Sequence Sequence 1","61.71","",""
"17/03/2024 17:45:00 - 17/03/2024 18:00:00","BZN|DE-LU","Sequence Sequence 1","57.29","",""
"17/03/2024 18:00:00 - 17/03/2024 18:15:00","BZN|DE-LU","Sequence Sequence 1","59.53","",""
"17/03/2024 18:15:00 - 17/03/2024 18:30:00","BZN|DE-LU","Sequence Sequence 1","60.78","",""
"17/03/2024 18:30:00 - 17/03/2024 18:45:00","BZN|DE-LU","Sequence Sequence 1","59.99","",""
"17/03/2024 18:45:00 - 17/03/2024 19:00:00","BZN|DE-LU","Sequence Sequence 1","58.81","",""
"17/03/2024 19:00:00 - 17/03/2024 19:15:00","BZN|DE-LU","Sequence Sequence 1","65.21","",""
"17/03/2024 19:15:00 - 17/03/2024 19:30:00","BZN|DE-LU","Sequence Sequence 1","63.86","",""
"17/03/2024 19:30:00 - 17/03/2024 19:45:00","BZN|DE-LU","Sequence Sequence 1","60.01","",""
"17/03/2024 19:45:00 - 17/03/2024 20:00:00","BZN|DE-LU","Sequence Sequence 1","59.61","",""
"17/03/2024 20:00:00 - 17/03/2024 20:15:00","BZN|DE-LU","Sequence Sequence 1","64.39","",""
"17/03/2024 20:15:00 - 17/03/2024 20:30:00","BZN|DE-LU","Sequence Sequence 1","62.88","",""
"17/03/2024 20:30:00 - 17/03/2024 20:45:00","BZN|DE-LU","Sequence Sequence 1","65.53","",""
"17/03/2024 20:45:00 - 17/03/2024 21:00:00","BZN|DE-LU","Sequence Sequence 1","60.46","",""
"17/03/2024 21:00:00 - 17/03/2024 21:15:00","BZN|DE-LU","Sequence Sequence 1","67.28","",""
"17/03/2024 21:15:00 - 17/03/2024 21:30:00","BZN|DE-LU","Sequence Sequence 1","69.13","",""
"17/03/2024 21:30:00 - 17/03/2024 21:45:00","BZN|DE-LU","Sequence Sequence 1","69.77","",""
"17/03/2024 21:45:00 - 17/03/2024 22:00:00","BZN|DE-LU","Sequence Sequence 1","64.80","",""
"17/03/2024 22:00:00 - 17/03/2024 22:15:00","BZN|DE-LU","Sequence Sequence 1","72.06","",""
"17/03/2024 22:15:00 - 17/03/2024 22:30:00","BZN|DE-LU","Sequence Sequence 1","70.62","",""
"17/03/2024 22:30:00 - 17/03/2024 22:45:00","BZN|DE-LU","Sequence Sequence 1","72.23","",""
"17/03/2024 22:45:00 - 17/03/2024 23:00:00","BZN|DE-LU","Sequence Sequence 1","71.42","",""
"17/03/2024 23:00:00 - 17/03/2024 23:15:00","BZN|DE-LU","Sequence Sequence 1","82.29","",""
"17/03/2024 23:15:00 - 17/03/2024 23:30:00","BZN|DE-LU","Sequence Sequence 1","81.67","",""
"17/03/2024 23:30:00 - 17/03/2024 23:45:00","BZN|DE-LU","Sequence Sequence 1","80.90","",""
"17/03/2024 23:45:00 - 18/03/2024 00:00:00","BZN|DE-LU","Sequence Sequence 1","81.26","",""
"18/03/2024 00:00:00 - 18/03/2024 00:15:00","BZN|DE-LU","Sequence Sequence 1","91.49","",""
"18/03/2024 00:15:00 - 18/03/2024 00:30:00","BZN|DE-LU","Sequence Sequence 1","87.02","",""
"18/03/2024 00:30:00 - 18/03/2024 00:45:00","BZN|DE-LU","Sequence Sequence 1","85.24","",""
"18/03/2024 00:45:00 - 18/03/2024 01:00:00","BZN|DE-LU","Sequence Sequence 1","90.52","",""
"18/03/2024 01:00:00 - 18/03/2024 01:15:00","BZN|DE-LU","Sequence Sequence 1","96.08","",""
"18/03/2024 01:15:00 - 18/03/2024 01:30:00","BZN|DE-LU","Sequence Sequence 1","94.83","",""
"18/03/2024 01:30:00 - 18/03/2024 01:45:00","BZN|DE-LU","Sequence Sequence 1","97.97","",""
"18/03/2024 01:45:00 - 18/03/2024 02:00:00","BZN|DE-LU","Sequence Sequence 1","92.93","",""
"18/03/2024 02:00:00 - 18/03/2024 02:15:00","BZN|DE-LU","Sequence Sequence 1","102.39","",""
"18/03/2024 02:15:00 - 18/03/2024 02:30:00","BZN|DE-LU","Sequence Sequence 1","99.32","",""
"18/03/2024 02:30:00 - 18/03/2024 02:45:00","BZN|DE-LU","Sequence Sequence 1","104.62","",""
"18/03/2024 02:45:00 - 18/03/2024 03:00:00","BZN|DE-LU","Sequence Sequence 1","107.25","",""
"18/03/2024 03:00:00 - 18/03/2024 03:15:00","BZN|DE-LU","Sequence Sequence 1","109.17","",""
"18/03/2024 03:15:00 - 18/03/2024 03:30:00","BZN|DE-LU","Sequence Sequence 1","108.73","",""
"18/03/2024 03:30:00 - 18/03/2024 03:45:00","BZN|DE-LU","Sequence Sequence 1","113.88","",""
"18/03/2024 03:45:00 - 18/03/2024 04:00:00","BZN|DE-LU","Sequence Sequence 1","111.57","",""
"18/03/2024 04:00:00 - 18/03/2024 04:15:00","BZN|DE-LU","Sequence Sequence 1","119.84","",""
"18/03/2024 04:15:00 - 18/03/2024 04:30:00","BZN|DE-LU","Sequence Sequence 1","115.40","",""
"18/03/2024 04:30:00 - 18/03/2024 04:45:00","BZN|DE-LU","Sequence Sequence 1","115.54","",""
"18/03/2024 04:45:00 - 18/03/2024 05:00:00","BZN|DE-LU","Sequence Sequence 1","117.97","",""
"18/03/2024 05:00:00 - 18/03/2024 05:15:00","BZN|DE-LU","Sequence Sequence 1","117.78","",""
"18/03/2024 05:15:00 - 18/03/2024 05:30:00","BZN|DE-LU","Sequence Sequence 1","118.57","",""
"18/03/2024 05:30:00 - 18/03/2024 05:45:00","BZN|DE-LU","Sequence Sequence 1","113.24","",""
"18/03/2024 05:45:00 - 18/03/2024 06:00:00","BZN|DE-LU","Sequence Sequence 1","121.56","",""
"18/03/2024 06:00:00 - 18/03/2024 06:15:00","BZN|DE-LU","Sequence Sequence 1","119.88","",""
"18/03/2024 06:15:00 - 18/03/2024 06:30:00","BZN|DE-LU","Sequence Sequence 1","118.89","",""
"18/03/2024 06:30:00 - 18/03/2024 06:45:00","BZN|DE-LU","Sequence Sequence 1","120.92","",""
"18/03/2024 06:45:00 - 18/03/2024 07:00:00","BZN|DE-LU","Sequence Sequence 1","116.74","",""
"18/03/2024 07:00:00 - 18/03/2024 07:15:00","BZN|DE-LU","Sequence Sequence 1","116.98","",""
"18/03/2024 07:15:00 - 18/03/2024 07:30:00","BZN|DE-LU","Sequence Sequence 1","119.19","",""
"18/03/2024 07:30:00 - 18/03/2024 07:45:00","BZN|DE-LU","Sequence Sequence 1","118.17","",""
"18/03/2024 07:45:00 - 18/03/2024 08:00:00","BZN|DE-LU","Sequence Sequence 1","118.97","",""
"18/03/2024 08:00:00 - 18/03/2024 08:15:00","BZN|DE-LU","Sequence Sequence 1","115.58","",""
"18/03/2024 08:15:00 - 18/03/2024 08:30:00","BZN|DE-LU","Sequence Sequence 1","116.34","",""
"18/03/2024 08:30:00 - 18/03/2024 08:45:00","BZN|DE-LU","Sequence Sequence 1","112.44","",""
"18/03/2024 08:45:00 - 18/03/2024 09:00:00","BZN|DE-LU","Sequence Sequence 1","117.64","",""
"18/03/2024 09:00:00 - 18/03/2024 09:15:00","BZN|DE-LU","Sequence Sequence 1","109.35","",""
"18/03/2024 09:15:00 - 18/03/2024 09:30:00","BZN|DE-LU","Sequence Sequence 1","110.43","",""
"18/03/2024 09:30:00 - 18/03/2024 09:45:00","BZN|DE-LU","Sequence Sequence 1","109.11","",""
"18/03/2024 09:45:00 - 18/03/2024 10:00:00","BZN|DE-LU","Sequence Sequence 1","109.74","",""
"18/03/2024 10:00:00 - 18/03/2024 10:15:00","BZN|DE-LU","Sequence Sequence 1","104.56","",""
"18/03/2024 10:15:00 - 18/03/2024 10:30:00","BZN|DE-LU","Sequence Sequence 1","105.57","",""
"18/03/2024 10:30:00 - 18/03/2024 10:45:00","BZN|DE-LU","Sequence Sequence 1","105.90","",""
"18/03/2024 10:45:00 - 18/03/2024 11:00:00","BZN|DE-LU","Sequence Sequence 1","104.97","",""
"18/03/2024 11:00:00 - 18/03/2024 11:15:00","BZN|DE-LU","Sequence Sequence 1","95.67","",""
"18/03/2024 11:15:00 - 18/03/2024 11:30:00","BZN|DE-LU","Sequence Sequence 1","97.61","",""
"18/03/2024 11:30:00 - 18/03/2024 11:45:00","BZN|DE-LU","Sequence Sequence 1","97.35","",""
"18/03/2024 11:45:00 - 18/03/2024 12:00:00","BZN|DE-LU","Sequence Sequence 1","96.98","",""
"18/03/2024 12:00:00 - 18/03/2024 12:15:00","BZN|DE-LU","Sequence Sequence 1","90.17","",""
"18/03/2024 12:15:00 - 18/03/2024 12:30:00","BZN|DE-LU","Sequence Sequence 1","86.55","",""
"18/03/2024 12:30:00 - 18/03/2024 12:45:00","BZN|DE-LU","Sequence Sequence 1","85.05","",""
"18/03/2024 12:45:00 - 18/03/2024 13:00:00","BZN|DE-LU","Sequence Sequence 1","91.48","",""
"18/03/2024 13:00:00 - 18/03/2024 13:15:00","BZN|DE-LU","Sequence Sequence 1","81.07","",""
"18/03/2024 13:15:00 - 18/03/2024 13:30:00","BZN|DE-LU","Sequence Sequence 1","82.17","",""
"18/03/2024 13:30:00 - 18/03/2024 13:45:00","BZN|DE-LU","Sequence Sequence 1","79.60","",""
"18/03/2024 13:45:00 - 18/03/2024 14:00:00","BZN|DE-LU","Sequence Sequence 1","83.86","",""
"18/03/2024 14:00:00 - 18/03/2024 14:15:00","BZN|DE-LU","Sequence Sequence 1","74.80","",""
